RepRapFirmware height map file v2 generated at 2020-05-30 20:32, mean error 0.067, deviation 0.243
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
10.00,300.00,5.00,200.00,-1.00,50.00,50.00,6,4
 -0.243,  0.122,  0.348,  0.410,  0.382,  0.168
 -0.220,  0.060,  0.253,  0.345,  0.348,  0.213
 -0.285, -0.068,  0.112,  0.220,  0.257,  0.178
 -0.467, -0.312, -0.158, -0.060,  0.013, -0.005
