RepRapFirmware height map file v2 generated at 2020-06-02 12:13, min error -0.525, max error 0.225, mean -0.054, deviation 0.204
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
10.00,310.00,5.00,208.00,-1.00,50.00,50.00,7,5
 -0.337,  0.005,  0.200,  0.225,  0.165, -0.070,      0
 -0.280,  0.000,  0.160,  0.225,  0.220,  0.070,      0
 -0.335, -0.120,  0.043,  0.128,  0.143,  0.048,      0
 -0.525, -0.347, -0.225, -0.135, -0.045, -0.072,      0
 -0.405, -0.277, -0.095, -0.020,  0.025,  0.028,      0
