RepRapFirmware height map file v2 generated at 2021-04-07 21:08, min error -0.168, max error 0.097, mean -0.017, deviation 0.083
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
20.00,315.00,1.00,325.00,-1.00,95.00,95.00,4,4
  0.090, -0.080, -0.020,  0.008
  0.065, -0.128, -0.075,  0.055
  0.000, -0.168, -0.077,  0.097
 -0.087, -0.097,  0.048,  0.090
